Data Series,2023 Aug ,2023 Jul ,2023 Jun ,2023 May ,2023 Apr ,2023 Mar ,2023 Feb ,2023 Jan ,2022 Dec ,2022 Nov ,2022 Oct ,2022 Sep ,2022 Aug ,2022 Jul ,2022 Jun ,2022 May ,2022 Apr ,2022 Mar ,2022 Feb ,2022 Jan ,2021 Dec ,2021 Nov ,2021 Oct ,2021 Sep ,2021 Aug ,2021 Jul ,2021 Jun ,2021 May ,2021 Apr ,2021 Mar ,2021 Feb ,2021 Jan ,2020 Dec ,2020 Nov ,2020 Oct ,2020 Sep ,2020 Aug ,2020 Jul ,2020 Jun ,2020 May ,2020 Apr ,2020 Mar ,2020 Feb ,2020 Jan ,2019 Dec ,2019 Nov ,2019 Oct ,2019 Sep ,2019 Aug ,2019 Jul ,2019 Jun ,2019 May ,2019 Apr ,2019 Mar ,2019 Feb ,2019 Jan ,2018 Dec ,2018 Nov ,2018 Oct ,2018 Sep ,2018 Aug ,2018 Jul ,2018 Jun ,2018 May ,2018 Apr ,2018 Mar ,2018 Feb ,2018 Jan ,2017 Dec ,2017 Nov ,2017 Oct ,2017 Sep ,2017 Aug ,2017 Jul ,2017 Jun ,2017 May ,2017 Apr ,2017 Mar ,2017 Feb ,2017 Jan ,2016 Dec ,2016 Nov ,2016 Oct ,2016 Sep ,2016 Aug ,2016 Jul ,2016 Jun ,2016 May ,2016 Apr ,2016 Mar ,2016 Feb ,2016 Jan ,2015 Dec ,2015 Nov ,2015 Oct ,2015 Sep ,2015 Aug ,2015 Jul ,2015 Jun ,2015 May ,2015 Apr ,2015 Mar ,2015 Feb ,2015 Jan ,2014 Dec ,2014 Nov ,2014 Oct ,2014 Sep ,2014 Aug ,2014 Jul ,2014 Jun ,2014 May ,2014 Apr ,2014 Mar ,2014 Feb ,2014 Jan ,2013 Dec ,2013 Nov ,2013 Oct ,2013 Sep ,2013 Aug ,2013 Jul ,2013 Jun ,2013 May ,2013 Apr ,2013 Mar ,2013 Feb ,2013 Jan ,2012 Dec ,2012 Nov ,2012 Oct ,2012 Sep ,2012 Aug ,2012 Jul ,2012 Jun ,2012 May ,2012 Apr ,2012 Mar ,2012 Feb ,2012 Jan ,2011 Dec ,2011 Nov ,2011 Oct ,2011 Sep ,2011 Aug ,2011 Jul ,2011 Jun ,2011 May ,2011 Apr ,2011 Mar ,2011 Feb ,2011 Jan ,2010 Dec ,2010 Nov ,2010 Oct ,2010 Sep ,2010 Aug ,2010 Jul ,2010 Jun ,2010 May ,2010 Apr ,2010 Mar ,2010 Feb ,2010 Jan ,2009 Dec ,2009 Nov ,2009 Oct ,2009 Sep ,2009 Aug ,2009 Jul ,2009 Jun ,2009 May ,2009 Apr ,2009 Mar ,2009 Feb ,2009 Jan ,2008 Dec ,2008 Nov ,2008 Oct ,2008 Sep ,2008 Aug ,2008 Jul ,2008 Jun ,2008 May ,2008 Apr ,2008 Mar ,2008 Feb ,2008 Jan ,2007 Dec ,2007 Nov ,2007 Oct ,2007 Sep ,2007 Aug ,2007 Jul ,2007 Jun ,2007 May ,2007 Apr ,2007 Mar ,2007 Feb ,2007 Jan ,2006 Dec ,2006 Nov ,2006 Oct ,2006 Sep ,2006 Aug ,2006 Jul ,2006 Jun ,2006 May ,2006 Apr ,2006 Mar ,2006 Feb ,2006 Jan ,2005 Dec ,2005 Nov ,2005 Oct ,2005 Sep ,2005 Aug ,2005 Jul ,2005 Jun ,2005 May ,2005 Apr ,2005 Mar ,2005 Feb ,2005 Jan ,2004 Dec ,2004 Nov ,2004 Oct ,2004 Sep ,2004 Aug ,2004 Jul ,2004 Jun ,2004 May ,2004 Apr ,2004 Mar ,2004 Feb ,2004 Jan ,2003 Dec ,2003 Nov ,2003 Oct ,2003 Sep ,2003 Aug ,2003 Jul ,2003 Jun ,2003 May ,2003 Apr ,2003 Mar ,2003 Feb ,2003 Jan ,2002 Dec ,2002 Nov ,2002 Oct ,2002 Sep ,2002 Aug ,2002 Jul ,2002 Jun ,2002 May ,2002 Apr ,2002 Mar ,2002 Feb ,2002 Jan ,2001 Dec ,2001 Nov ,2001 Oct ,2001 Sep ,2001 Aug ,2001 Jul ,2001 Jun ,2001 May ,2001 Apr ,2001 Mar ,2001 Feb ,2001 Jan ,2000 Dec ,2000 Nov ,2000 Oct ,2000 Sep ,2000 Aug ,2000 Jul ,2000 Jun ,2000 May ,2000 Apr ,2000 Mar ,2000 Feb ,2000 Jan ,1999 Dec ,1999 Nov ,1999 Oct ,1999 Sep ,1999 Aug ,1999 Jul ,1999 Jun ,1999 May ,1999 Apr ,1999 Mar ,1999 Feb ,1999 Jan ,1998 Dec ,1998 Nov ,1998 Oct ,1998 Sep ,1998 Aug ,1998 Jul ,1998 Jun ,1998 May ,1998 Apr ,1998 Mar ,1998 Feb ,1998 Jan ,1997 Dec ,1997 Nov ,1997 Oct ,1997 Sep ,1997 Aug ,1997 Jul ,1997 Jun ,1997 May ,1997 Apr ,1997 Mar ,1997 Feb ,1997 Jan ,1996 Dec ,1996 Nov ,1996 Oct ,1996 Sep ,1996 Aug ,1996 Jul ,1996 Jun ,1996 May ,1996 Apr ,1996 Mar ,1996 Feb ,1996 Jan ,1995 Dec ,1995 Nov ,1995 Oct ,1995 Sep ,1995 Aug ,1995 Jul ,1995 Jun ,1995 May ,1995 Apr ,1995 Mar ,1995 Feb ,1995 Jan 
Vessel Arrivals (Number),10070,10196,9845,10324,9987,10270,9202,10035,10081,9442,9451,8976,9129,9044,8301,7815,7608,7307,6440,7213,7286,7130,7098,6918,7178,7246,7247,7211,7500,7788,6990,7641,7479,7347,7502,7255,6958,7178,6701,6582,7015,9827,10879,12134,12148,11743,12026,11547,11739,11554,11138,11697,11243,11509,10275,11678,11723,11187,11629,11367,11389,11605,11192,12225,12133,12546,11130,12642,12806,12347,12549,11619,11916,11811,12275,12655,12260,12318,10666,11925,12131,11713,11928,11437,11708,11322,11454,11708,11530,11789,10621,11657,11428,11046,11144,11045,11536,11295,10960,11021,10762,11126,10240,11319,11188,10766,11281,10818,11091,11172,11227,11589,11432,11886,10679,11754,11912,11667,11975,11716,11921,11992,11565,11803,11360,11579,10363,11564,11275,10906,10959,10768,10825,11099,10790,11218,10669,11050,10120,10743,11035,10519,11069,10432,10827,11148,10468,10680,10401,10994,9488,10937,11004,10307,10546,10200,10645,10891,10598,10706,10431,10997,9981,10993,10993,10502,11163,10799,11261,11438,11029,11187,10698,11056,9889,10560,11037,10741,10897,10760,11201,11378,10879,11429,11149,11123,10043,11058,11009,10783,11083,10986,11146,11070,10585,10631,10252,10501,9604,10918,10854,10661,10743,10955,10952,10858,10857,10952,10563,11200,9791,10536,10749,10263,10922,10498,10878,10826,10764,11260,11044,11345,10025,11744,11710,11018,10950,10933,11028,11287,10764,10975,10466,11882,10724,11448,11733,11342,11502,11098,11284,11317,10755,10837,11108,11860,10478,12072,11911,11976,12369,11878,12178,12458,11719,12089,11631,12115,10512,11910,11915,11871,12454,12055,12696,12912,12048,12561,11862,12574,11131,12186,12408,12106,12504,11937,12368,12612,12425,12395,12004,12296,10894,11434,11564,11176,11776,11639,12059,12341,11750,12033,11822,12393,10743,12227,12451,12088,12078,11904,12030,11915,11702,11909,11095,11640,10631,11479,11758,11075,11481,11317,11169,11334,10730,10861,10332,10605,8945,10726,10294,10083,10218,9840,9888,10046,9635,9836,9633,9971,8687,9592,9519,8788,9140,8582,8498,8669,8507,8749,8483,8610,7593,8876
Vessel Arrivals - Shipping Tonnage (Thousand Gross Tonnes),263676,260279,250043,266695,259312,254530,226666,257448,245198,248478,251201,231414,244950,246795,230600,239398,225609,223085,207372,234263,229815,230995,230042,221138,226135,229192,231444,238117,239955,245082,236521,255333,245140,246268,243803,240460,244007,252005,227328,223323,230354,251388,234656,263883,258664,244544,250282,244462,236774,238851,227457,235454,226032,229405,214560,248250,235007,228495,233085,230533,222035,226025,226588,236607,241009,238689,224248,249644,244686,236194,234494,231419,234390,232045,235488,243798,229465,234467,207820,235319,219799,221312,220083,212087,227741,222867,222676,230316,225145,227513,204271,228885,223666,209419,210770,208558,225302,210949,202295,208615,205747,200481,189636,208716,192789,202041,195484,196684,199676,201325,189039,202037,193720,203364,180201,214748,197315,196356,196541,195353,198932,204455,189871,199605,189406,186302,175318,196667,186978,189932,189815,182714,189373,191730,186391,197794,186795,191940,171077,189814,188169,176605,188049,171645,181694,177244,170444,177335,169981,181780,159536,177800,166803,163734,168714,160710,160404,166139,160281,160764,153626,158543,145450,154240,152197,146713,155932,150254,153545,154009,143912,159584,145084,152495,127944,143001,139165,134174,133280,134321,141464,135435,129099,139235,140166,138681,122406,133639,126294,122889,126949,126752,124276,125429,122170,120524,117951,121907,107251,116828,114281,110184,110675,110819,115589,109693,110808,113660,106111,109127,97914,106128,100331,97604,102079,95312,101966,96521,95610,96558,93756,94532,82602,94921,90569,90055,88376,89413,87568,88465,84301,86620,85315,87601,78550,85613,83778,80152,81053,81299,84578,82115,82241,81544,82549,86087,76666,84330,82726,81265,82295,77540,80025,84009,80570,83278,83302,83814,72197,80725,84679,82403,86959,81410,82116,81576,78941,79461,76961,78792,67571,79224,75754,73453,80766,75658,76848,78893,74873,78392,76678,73167,69437,76261,73581,70150,75110,72681,72860,73503,71145,75977,73570,75934,65346,77270,74733,69784,73017,70952,71495,73530,70458,72884,67126,70675,67629,75372,72166,65784,72515,66702,69370,70502,66251,68991,66139,64323,58576,66987,64617,63469,63443,63964,64188,64756,63610,65486,63417,67917,61216,62435,64022,58842,60324,58361,60099,61311,55360,61696,59352,58441,53787,58979
Total Cargo (Thousand Tonnes),50045.2,51218.7,49414.5,48185.6,49521.8,50523.3,45592.9,47812.4,49057,46726.8,47054.7,46599.3,49200.5,50927.3,48278.8,47283.1,47132.1,48660.1,45205,52096,48682.5,52126.3,48764.4,48263.5,49773.4,50446.9,48768.8,51385.1,50261.3,52683.4,47445.2,51042,49976.5,49760.1,50058.5,49197.3,50448.1,48752.1,48163.7,44620.5,47611.1,53344.5,47761.1,51044.7,53177.9,52378.8,52557.7,49785.2,51066.4,52124.6,53341,55848.5,54329.1,52019.7,47962.1,51930,54278.8,51785.3,53547,50349.8,54838.2,52268.8,51768.1,53372.1,51969.9,53776.6,48984.1,53186.5,54458.9,53120.2,53877.1,52833.2,52963.5,50115.5,50979.4,53920.1,52937,53068.3,48370.1,51044.8,52635.6,50101.4,49769.2,47875.8,49625.1,48110.3,49019.3,52727.6,51300.9,49494.7,46718.7,45918,46276.5,45171.3,47232.6,46474.3,49042.9,49972.5,48248.3,48533.8,49117.9,49873.4,46021.4,49881.1,50477.6,45674,48892.9,49281.1,49716.2,47329,48149.3,50534.3,49432.7,51450.4,42919.1,47411.4,48065.3,47916.3,50268.5,46298.3,48765.3,49700.6,46946.2,50999.9,46426.9,43779.9,38312,43408.5,43509.1,44964,44993.4,44792.6,44291.7,43821,46243.7,46734.5,44219.2,48623.7,40963.4,44855.7,42526.1,43038.5,44155.2,42308.6,46280,45338.4,45665.1,44975.1,49585,44948.9,39113.8,43240.8,43755.7,42119.1,41743.5,39048,42657.8,43035.3,42564.5,41188.4,43045.2,43825.5,37963.4,42395.7,41129.8,40179.9,41378.4,37834.5,40461.4,39810.6,38027.3,39974.8,40207.5,39279.1,35249.6,38767.2,35513.7,40142.5,40886.3,41932.6,42388.8,46417.4,44132.5,45893.7,46604.8,46800.2,40388.7,44314.1,43069.8,39871.3,41916.4,40191.3,40231.7,41426.9,40672.5,39753.2,40394.6,42405.2,35288.4,38394.8,38665.7,37111.3,37211.7,38242.8,39758.2,39043.1,37824.8,38856.9,36306.5,37937.2,32483.7,35061.8,36669.2,33929.9,35922.5,33036.6,35956.8,36617.9,36613.7,36755.1,34202.7,37092.2,29914.2,36556.9,36336.5,32711,33234.6,33399.9,33888.7,34463.5,33540.5,32313.3,32763.9,33339.4,27040.8,30385.6,30537,29684.2,30827.7,28688.3,28743.2,29415.9,29041.4,29772,27803.7,28183.6,25999.4,28997.8,28960.4,26288.5,28353.9,26665.7,28494.5,29716.3,28628.7,27326.2,29221.3,28476.4,24656,28368.1,26848.2,26715.7,26029.2,26373.8,28675.1,27816.9,26732.4,25108.7,25703.6,26284,23216.9,23982.5,27046.2,26969.8,28254.5,26762.9,26634.3,27483,27421.3,28445,27994.4,26703.2,26040.7,25835.9,28901.3,26928.9,27517.3,27786.6,25882.1,26709,25838.2,27988.7,28537.5,28807.1,23957.9,27047.6,28284,26627.1,25810.2,25306.2,26452.3,26381,26268.2,26646.8,25574,27685.4,22358.2,24928.7,26885.1,25827.5,27912.7,27697.2,26756.7,28400.1,28220.2,30382.9,28391.1,27979.1,23303.6,25750.6,26747,25827.1,26048.1,26650.7,26035.3,27257.2,26356.6,26302.3,26945.7,26446.1,23739.6,25808.4,26333.8,25243.8,26111.1,25154,27226.2,25975.9,25318.3,25824.3,25076.7,25394,22954.8,24871.1
Cargo (General) (Thousand Tonnes),32158.7,32991.6,31114.7,32048.3,32119.1,33132.3,27119.1,29192.4,30215.1,29071.9,29338.2,28875.9,31125.6,32504.9,30919.4,30781.8,30720.2,31738.4,29511.6,32302,33320.6,32336.2,30971.8,30896.3,32069.3,32357.1,31798.5,33275,31936.4,33725.3,30217.3,32413.3,33296.3,32195.8,32670.8,31731.3,32165.5,30393.2,29261.3,27737.9,30340.3,34576.7,29848.2,32152.9,33526.3,33828.2,32972.3,31748.3,32944.5,33889.4,31278.5,32880.1,32229.6,34306.7,28500.2,31331.4,33304,31884.6,32493.5,31679.9,33273.5,33846,32891.7,34345.3,32134.5,34172.3,29635.3,32084.5,32328.7,31919.5,31270.2,31003,32433.6,31700.5,31425.9,33454.9,32614.2,31876.8,27186.3,28832.2,30497.3,29204.5,28606,29226.4,30194.4,28864.2,29771.1,30628.2,29478.4,29909.1,27784.3,29079.5,29768.8,28276.3,29489.3,28623.5,30161.1,30049.1,30474.2,31128.5,31211.2,32028,29045.1,31603.4,33278.5,32303.7,32992.9,32584.2,32364.1,33497.7,32029.8,32952.3,32252.8,33141,26912.2,30109.1,31426.9,30434.2,31488.7,30458.8,31394,33179,30958.3,32674,30353.8,30789.5,24855.4,27103.7,29212.9,29219.2,29757.1,29636.4,28961.3,30136.7,30823.6,30867.1,29912.1,30436.8,26831.3,27747,28969.6,27445.5,29389.5,26628.4,28974.9,29366.8,28401.7,28574.3,27935.4,28734.2,23644.7,27445.7,26335.4,26366.5,26284.4,24123.5,26657.3,27818.1,26562.5,27190.9,26176.6,26962.5,23867.6,25337.9,25088.9,25009.3,25398.3,23501.5,24939.2,24947,22738.8,22794.1,22625.9,23729.7,19326.2,20250,22602.5,24346.1,27224.4,28110.1,29702.4,30741,29274.2,30704.9,29376.9,29773.5,26387.3,28181.2,28433.2,26705.8,26855.7,25842.9,27402.3,27728,25978.4,26625.4,25654.7,26214.9,23424.9,24051.3,24817,23849.3,23995.7,23859.1,25204.4,23780.5,23216.3,23736.7,23186.3,23729.8,19784.8,22233.5,22237.3,21292,22592.3,21640.7,22889.7,22602.5,22735.9,22538.1,21606.9,22908.3,18580.4,20641.1,21667,19944,20768.1,20450,21141.7,21366.5,21049.6,20213.9,19678.3,19980.7,16676.4,17945.3,18495.3,17658.3,18257.4,17209.2,17827.2,17915.7,17720.9,16889.2,16387.5,17680.8,14793.7,15612.3,16022.5,15857.2,16329.7,16531,17174.5,17762.3,16900.6,17372.5,16962.9,17186.8,14798.9,15621.6,15545.9,15497.3,16292.4,15531.7,16062.6,16448.3,15804.3,15408.8,15430,16317.4,13824.9,13912.1,15434,16028.1,17108.2,16221,17314.7,17189.6,16835.2,17153.4,17107.2,17788.8,16018,15378.6,17300.4,16307.2,16525.5,16002,16711.7,16220,15518.1,15968.9,14955.5,15448,13347.7,14248.6,15198,15013.3,14832.2,14867,15031.7,14570.1,14735.9,14567.4,13722,14900.5,11995.4,13534.9,15471.4,15322,16310.1,15815.6,15967.4,16179.8,15733.7,15921.5,15489.8,15847,12765.9,14734.7,15155.3,14716.8,15268.1,14685.5,14917,15399.1,14517.8,14370.4,14501.2,14368.2,12879.5,14304.4,14929.7,13955.9,14857.2,13922,14893,14522,14131.3,14375.2,14141.2,14176.4,12275.1,13565.7
Cargo (Bulk) (Thousand Tonnes),17886.5,18227.1,18299.8,16137.3,17402.8,17391,18473.8,18620,18841.9,17655,17716.6,17723.4,18074.9,18422.5,17359.3,16501.3,16411.9,16921.7,15693.4,19794,15361.8,19790.1,17792.6,17367.2,17704.1,18089.8,16970.3,18110.1,18324.9,18958,17227.9,18628.7,16680.2,17564.3,17387.8,17465.9,18282.6,18358.9,18902.4,16882.6,17270.7,18767.8,17912.9,18891.8,19651.7,18550.6,19585.4,18036.9,18121.9,18235.2,22062.6,22968.4,22099.5,17712.9,19461.9,20598.6,20974.8,19900.6,21053.5,18669.9,21564.8,18422.7,18876.3,19026.8,19835.5,19604.2,19348.8,21102.1,22130.2,21200.8,22606.9,21830.2,20529.9,18415,19553.5,20465.2,20322.8,21191.5,21183.8,22212.6,22138.3,20896.9,21163.1,18649.4,19430.8,19246.1,19248.2,22099.4,21822.5,19585.6,18934.4,16838.6,16507.7,16895,17743.3,17850.8,18881.8,19923.3,17774.1,17405.4,17906.7,17845.3,16976.3,18277.6,17199.1,13370.2,15899.9,16696.9,17352.1,13831.3,16119.5,17582,17179.9,18309.4,16006.9,17302.3,16638.4,17482.1,18779.8,15839.5,17371.3,16521.6,15987.9,18325.9,16073.2,12990.4,13456.7,16304.9,14296.2,15744.8,15236.3,15156.2,15330.4,13684.3,15420.1,15867.4,14307.1,18186.9,14132.2,17108.7,13556.5,15593,14765.8,15680.2,17305.1,15971.7,17263.5,16400.8,21649.6,16214.7,15469.2,15795.1,17420.4,15752.7,15459.1,14924.4,16000.5,15217.2,16002,13997.6,16868.6,16863,14095.8,17057.7,16040.9,15170.6,15980.1,14333,15522.2,14863.7,15288.5,17180.8,17581.6,15549.4,15923.4,18517.2,12911.2,15796.4,13661.8,13822.5,12686.4,15676.4,14858.2,15188.8,17227.9,17026.7,14001.4,16132.9,14636.6,13165.5,15060.7,14348.3,12829.4,13698.9,14694.2,13127.8,14740,16190.3,11863.6,14343.5,13848.7,13262.1,13216,14383.7,14553.9,15262.5,14608.5,15120.3,13120.3,14207.4,12699,12828.4,14431.9,12638,13330.2,11395.9,13067.1,14015.4,13877.9,14216.9,12595.8,14183.9,11333.8,15915.8,14669.5,12766.9,12466.5,12949.9,12747,13097,12490.9,12099.5,13085.6,13358.7,10364.4,12440.3,12041.7,12025.9,12570.3,11479.1,10915.9,11500.2,11320.5,12882.8,11416.2,10502.7,11205.7,13385.5,12937.9,10431.2,12024.1,10134.7,11320,11954,11728.1,9953.7,12258.4,11289.6,9857.1,12746.5,11302.3,11218.3,9736.7,10842.1,12612.6,11368.6,10928.1,9699.9,10273.7,9966.5,9392,10070.4,11612.1,10941.6,11146.3,10541.9,9319.6,10293.4,10586.1,11291.6,10887.2,8914.4,10022.7,10457.3,11601,10621.7,10991.9,11784.6,9170.3,10489,10320.1,12019.9,13582.1,13359,10610.2,12799,13086,11613.8,10978.1,10439.2,11420.6,11810.9,11532.3,12079.4,11852,12785,10362.8,11393.8,11413.7,10505.5,11602.6,11881.6,10789.3,12220.3,12486.5,14461.4,12901.3,12132.1,10537.7,11016,11591.6,11110.3,10780.1,11965.2,11118.3,11858,11838.8,11931.9,12444.5,12077.9,10860.1,11504,11404.1,11287.9,11253.9,11231.9,12333.3,11453.9,11187,11449.1,10935.4,11217.6,10679.7,11305.4
Cargo (Oil-In-Bulk) (Thousand Tonnes),16357.8,16524.1,16406.6,14205.2,15821.4,15358.7,17008.4,16384.6,16244.2,16122.9,15917.5,15915.8,16550.6,16522.5,15933.3,14760.1,14994.1,15133.1,14215,18046.8,13684.4,17777.1,16409.5,15619.4,15965.4,16091.3,15284.9,15937.2,16361.1,17101.7,14980.8,16391.8,14684.2,16039.4,15303.8,15845.5,16410.3,16994.1,17321.5,15504.2,15589.3,17107,16285.8,17243.6,18106,17012.3,18094.8,16538.5,16506.7,16825.1,20480,21614.2,20831.1,16108.4,18280.1,19047.5,19508.1,18719.8,19777.4,17270.5,20093.7,16746.5,17565.5,17643.3,18366.1,18204.1,17962.3,19668.2,20208.2,19673.5,21178.8,20589.8,18932.9,16874,17891.9,18882.1,18617.6,19702.9,19853.8,20633.2,20081.1,19452.9,19625.9,17017.9,17030.6,18009.3,17876.5,20736.6,20542.7,18002.4,17662.4,15375.2,15046.6,15722.3,16104.4,16532.7,17203.7,18531.7,16331.5,15776.7,16505.4,15963.7,15592.6,16525.5,15738.1,12259.6,14674,15389.5,16061.1,12766.2,14890.9,16295.6,15920.6,16884.5,14879.2,15920.1,14865.1,16480.4,17296,14490,15937.6,15128.9,14801.6,17035.3,14797.9,11787.9,12528.1,15300.8,13351.3,14772.7,14108.2,14054.5,14250,12449.9,14496.4,14856.5,13380.2,15362.3,13246.8,15342.7,12693.1,14832.2,13921.9,14644,16475.9,15011.5,16319.7,15231.8,20703.3,15057.2,14230.5,14722.1,16326.9,14836.7,14359.9,14112.5,14834.1,14213.1,14640.7,13084.1,15869.9,15463.4,13420.7,15908.4,15069.8,14144.9,14893.8,13205,14495.4,13688.5,14287.4,15027.7,15470.2,14369.9,15097.6,17573.5,11929.5,14749.4,12447.5,12849.7,11837.1,14604.1,13733.9,14260,16256.7,16171,13149.4,15330.5,13574.2,12357.3,13967.1,13435.5,11906.6,12826.4,13607.9,12269.6,13751.4,15215,11017.4,13454,12879.2,12421.9,12405.9,13445.3,13623,14019.3,13559.8,13974.7,12082,12772.7,10976.3,10869.5,11702.3,11007.5,11507.4,9621.1,11368.1,11719.5,11615.3,12637.3,10999.8,12364.2,9680.7,13603.3,12116.1,11279.8,10683.5,11097.9,10569.1,11047.7,10770.6,10316.6,10850.3,11156.1,8585.8,10854.8,10133.8,10327.6,10989.2,9972.3,9339.7,9882.2,10074.6,11242.3,10125.6,9353.1,9897.5,12036.6,11455.4,8919.6,10144.3,8902.9,9970.8,10748.2,10380.6,8830,10840.8,10187.4,8847.5,11439.9,9944.2,9772.1,8567.1,9933.9,11660.6,10345.6,9480.7,8620.3,9141.9,8880.9,8391.4,9020.3,10736,9869.7,9934,9348.2,8137.7,9112,9650.7,10137.2,9993.6,7702.8,9288.1,9419.3,10552.6,9511.2,9776,10631.5,8084.3,9325.6,9388.5,11046.9,12467,12230.6,9718.8,11652.6,12017.5,10716.2,9952.1,9465.9,10420.6,10654.8,10565.4,11125.4,10966.6,11548.7,9400.5,10334.4,10478.9,9467,10365.1,10830.5,9770.5,11143.5,11414.6,13520.9,11826.8,11127.7,9830.1,10010.9,10837.3,10417.3,10072.2,11146.3,10338.8,11023.5,11005.8,11254.4,11663.3,11270,10166.6,10682.4,10564.6,10587.9,10436.7,10388.4,11342.4,10685.4,10369,10652.9,10233.8,10517.3,10065.8,10530.7
Cargo (General & Non-Oil In Bulk) (Thousand Tonnes),33687.5,34694.6,33007.9,33980.4,33700.4,35164.6,28584.5,31427.9,32812.8,30603.9,31137.3,30683.4,32649.9,34404.8,32345.5,32523,32138,33527,30989.9,34049.2,34998,34349.2,32354.9,32644.1,33807.9,34355.6,33483.9,35447.9,33900.2,35581.6,32464.4,34650.1,35292.3,33720.7,34754.8,33351.8,34037.8,31758.1,30842.2,29116.3,32021.8,36237.5,31475.2,33801.2,35071.9,35366.5,34462.9,33246.7,34559.8,35299.5,32861.1,34234.3,33498,35911.3,29682,32882.5,34770.8,33065.5,33769.7,33079.3,34744.5,35522.2,34202.6,35728.8,33603.9,35572.5,31021.8,33518.4,34250.7,33446.7,32698.3,32243.3,34030.6,33241.5,33087.5,35038,34319.3,33365.3,28516.3,30411.6,32554.5,30648.5,30143.3,30857.9,32594.5,30101,31142.8,31990.9,30758.3,31492.3,29056.4,30542.9,31229.9,29449,31128.2,29941.6,31839.2,31440.7,31916.8,32757.2,32612.5,33909.6,30428.8,33355.5,34739.5,33414.3,34218.8,33891.6,33655.1,34562.8,33258.4,34238.7,33512.1,34565.9,28039.9,31491.3,33200.2,31435.9,32972.6,31808.3,32827.7,34571.7,32144.6,33964.6,31629.1,31992,25783.9,28107.8,30157.8,30191.3,30885.2,30738.2,30041.8,31371.1,31747.3,31878,30839,33261.4,27716.7,29513,29832.9,28206.3,30233.3,27664.5,29804.1,30327,29345.4,29743.3,28881.7,29891.7,24883.4,28518.6,27428.9,27282.4,27383.6,24935.5,27823.7,28822.2,27923.8,28104.3,27175.3,28362.1,24542.7,26487.3,26060.1,26035.1,26484.6,24629.4,25966,26122.1,23739.9,24947.2,24737.3,24909.2,20152,21193.7,23584.1,25393.2,28438.8,29082.9,30551.6,31813.3,30398.6,31633.8,30348.1,30629.2,27239.3,28983.7,29495.6,27514,27949.3,26755.8,28325.1,28600.5,27064.6,27483.7,26643.3,27190.2,24271,24940.8,25786.5,24689.5,24805.8,24797.5,26135.3,25023.8,24265.1,24882.3,24224.6,25164.5,21507.4,24192.3,24966.9,22922.4,24415.2,23415.5,24588.7,24898.4,24998.4,24117.8,23203,24728,20233.5,22953.6,24220.4,21431.2,22551.1,22302,23319.5,23415.8,22769.9,21996.8,21913.6,22183.2,18455,19530.8,20403.1,19356.6,19838.5,18716,19403.5,19533.7,18966.8,18529.6,17678.1,18830.5,16101.9,16961.2,17505.1,17368.9,18209.6,17762.8,18523.7,18968.2,18248,18496.2,18380.5,18289,15808.5,16928.2,16904.1,16943.6,17462.1,16439.9,17014.5,17471.3,17251.7,16488.4,16561.7,17403,14825.5,14962.2,16310.1,17100.1,18320.6,17414.6,18496.6,18371,17770.6,18307.8,18000.8,19000.4,16752.6,16416.6,18348.7,17417.6,17741.4,17155.1,17797.8,17383.4,16449.7,16941.8,16070.5,16576.5,14239.1,15395,16266.5,15910.9,15858.1,15840.3,16031.6,15726.2,15702.7,15521.5,14607.4,16136.8,12957.7,14594.3,16406.2,16360.5,17547.6,16866.6,16986.2,17256.7,16805.6,16861.9,16564.3,16851.4,13473.5,15739.7,15909.7,15409.8,15976,15504.4,15696.5,16233.7,15350.8,15047.9,15282.4,15176.2,13573,15126,15769.2,14655.9,15674.3,14765.5,15883.8,15290.5,14949.3,15171.4,14842.9,14876.8,12889.1,14340.4
